,date,platform,post_type,likes,shares,comments,views,engagment,quarter
684,2022-11-22,Facebook,image,447.0,131.0,365.0,5099.0,943.0,4
685,2023-04-17,Instagram,image,1552.0,328.0,192.0,4435.0,2072.0,2
686,2023-05-25,Facebook,image,911.0,661.0,359.0,4124.0,1931.0,2
687,2022-11-16,Facebook,text,1861.0,169.0,441.0,7547.0,2471.0,4
688,2022-12-09,Facebook,image,1303.0,536.0,163.0,9396.0,2002.0,4
689,2023-08-19,Instagram,image,1667.0,182.0,477.0,4930.0,2326.0,3
690,2022-12-10,Instagram,text,2077.0,617.0,395.0,7790.0,3089.0,4
691,2023-02-04,Instagram,image,848.0,610.0,451.0,8119.0,1909.0,1
692,2023-03-01,Instagram,video,1081.0,823.0,422.0,5143.0,2326.0,1
693,2023-01-13,Facebook,video,1096.0,479.0,442.0,8814.0,2017.0,1
694,2023-09-12,Instagram,image,407.0,530.0,320.0,8211.0,1257.0,3
695,2023-02-03,Instagram,text,1971.0,385.0,328.0,8542.0,2684.0,1
696,2022-10-26,Twitter,image,1837.0,806.0,199.0,6694.0,2842.0,4
697,2023-02-13,Facebook,video,1845.0,829.0,297.0,4179.0,2971.0,1
698,2022-11-14,Instagram,image,785.0,616.0,453.0,4486.0,1854.0,4
699,2023-10-11,Instagram,text,1913.0,205.0,120.0,4104.0,2238.0,4
700,2023-09-25,Facebook,video,494.0,815.0,217.0,8086.0,1526.0,3
701,2023-09-02,Instagram,image,1055.0,557.0,407.0,8964.0,2019.0,3
702,2023-10-04,Instagram,text,1077.0,459.0,295.0,8852.0,1831.0,4
703,2023-03-12,Twitter,image,2058.0,889.0,391.0,4179.0,3338.0,1
704,2023-10-06,Instagram,text,1054.0,780.0,379.0,4802.0,2213.0,4
705,2023-07-14,Facebook,text,1676.0,380.0,223.0,7666.0,2279.0,3
706,2023-10-09,Instagram,image,2006.0,892.0,178.0,8038.0,3076.0,4
707,2022-10-17,Instagram,text,1671.0,589.0,274.0,5616.0,2534.0,4
708,2022-10-25,Instagram,video,898.0,114.0,243.0,9011.0,1255.0,4
709,2023-04-17,Twitter,video,1410.0,199.0,438.0,8253.0,2047.0,2
710,2022-11-23,Instagram,video,1178.0,848.0,203.0,9207.0,2229.0,4
711,2023-04-29,Instagram,video,1035.0,667.0,225.0,8282.0,1927.0,2
712,2023-07-07,Instagram,text,558.0,735.0,154.0,4422.0,1447.0,3
713,2022-10-27,Twitter,video,1740.0,296.0,491.0,5059.0,2527.0,4
714,2023-06-21,Twitter,image,493.0,410.0,391.0,9503.0,1294.0,2
715,2023-01-19,Instagram,text,846.0,811.0,303.0,7336.0,1960.0,1
716,2022-12-20,Facebook,image,450.0,349.0,312.0,7377.0,1111.0,4
717,2023-10-07,Instagram,video,2060.0,549.0,335.0,4859.0,2944.0,4
718,2023-06-16,Twitter,video,1643.0,133.0,186.0,6986.0,1962.0,2
719,2023-09-04,Twitter,video,1551.0,102.0,237.0,9282.0,1890.0,3
720,2023-08-21,Twitter,text,2186.0,290.0,442.0,9573.0,2918.0,3
721,2023-09-29,Twitter,video,1687.0,778.0,421.0,7914.0,2886.0,3
722,2022-12-14,Facebook,video,1437.0,215.0,441.0,7219.0,2093.0,4
723,2022-11-28,Instagram,image,756.0,149.0,150.0,4526.0,1055.0,4
724,2022-12-28,Twitter,video,720.0,276.0,410.0,6553.0,1406.0,4
725,2023-02-06,Twitter,text,1294.0,199.0,329.0,4938.0,1822.0,1
726,2023-02-07,Facebook,video,1560.0,205.0,221.0,4547.0,1986.0,1
727,2023-01-17,Instagram,video,823.0,449.0,480.0,9916.0,1752.0,1
728,2023-10-05,Instagram,text,989.0,188.0,366.0,5422.0,1543.0,4
729,2023-08-13,Twitter,text,402.0,676.0,206.0,4649.0,1284.0,3
730,2023-09-17,Instagram,image,1710.0,106.0,202.0,6555.0,2018.0,3
731,2023-06-11,Twitter,image,1220.0,187.0,324.0,7716.0,1731.0,2
732,2023-09-23,Instagram,image,869.0,269.0,179.0,7053.0,1317.0,3
733,2022-12-12,Instagram,image,1160.0,224.0,454.0,4287.0,1838.0,4
734,2023-07-28,Instagram,video,2048.0,131.0,272.0,4261.0,2451.0,3
735,2022-12-13,Facebook,text,1974.0,886.0,393.0,7712.0,3253.0,4
736,2022-12-07,Instagram,text,784.0,310.0,435.0,6941.0,1529.0,4
737,2023-04-22,Facebook,text,433.0,823.0,446.0,7829.0,1702.0,2
738,2022-10-30,Instagram,text,574.0,387.0,244.0,4954.0,1205.0,4
739,2023-07-08,Twitter,image,913.0,613.0,161.0,4147.0,1687.0,3
740,2023-06-08,Instagram,video,1618.0,183.0,359.0,9841.0,2160.0,2
741,2023-03-03,Twitter,text,1571.0,623.0,392.0,8121.0,2586.0,1
742,2023-08-17,Facebook,video,459.0,656.0,437.0,6563.0,1552.0,3
743,2023-06-27,Twitter,image,1884.0,146.0,303.0,9489.0,2333.0,2
744,2023-05-18,Instagram,video,1946.0,864.0,415.0,8201.0,3225.0,2
745,2023-05-04,Facebook,text,1171.0,225.0,225.0,6123.0,1621.0,2
746,2023-04-26,Instagram,image,938.0,804.0,416.0,8773.0,2158.0,2
747,2023-03-22,Instagram,video,1475.0,267.0,435.0,9506.0,2177.0,1
748,2023-07-17,Instagram,image,1842.0,469.0,455.0,5424.0,2766.0,3
749,2023-01-29,Twitter,text,1735.0,147.0,415.0,9288.0,2297.0,1
750,2023-06-20,Twitter,image,720.0,525.0,462.0,9059.0,1707.0,2
751,2023-10-07,Twitter,text,800.0,717.0,226.0,6651.0,1743.0,4
752,2023-05-04,Facebook,image,553.0,343.0,161.0,8178.0,1057.0,2
753,2022-12-21,Instagram,text,1011.0,650.0,103.0,5860.0,1764.0,4
754,2023-06-25,Facebook,text,738.0,716.0,479.0,6742.0,1933.0,2
755,2023-01-26,Facebook,video,1610.0,129.0,479.0,8445.0,2218.0,1
756,2022-12-05,Facebook,image,1297.0,294.0,259.0,7699.0,1850.0,4
757,2022-12-11,Facebook,image,887.0,182.0,172.0,4843.0,1241.0,4
758,2023-08-17,Twitter,image,1949.0,859.0,339.0,5437.0,3147.0,3
759,2023-01-20,Instagram,text,2174.0,816.0,318.0,5403.0,3308.0,1
760,2023-08-10,Instagram,image,1469.0,254.0,226.0,7361.0,1949.0,3
761,2023-03-05,Instagram,text,891.0,100.0,376.0,5227.0,1367.0,1
762,2023-05-21,Instagram,image,1858.0,808.0,125.0,7068.0,2791.0,2
763,2023-09-16,Facebook,image,2097.0,426.0,151.0,4087.0,2674.0,3
764,2023-07-04,Twitter,text,1133.0,324.0,175.0,6288.0,1632.0,3
765,2023-07-20,Twitter,text,746.0,269.0,121.0,7528.0,1136.0,3
766,2023-05-26,Instagram,text,733.0,789.0,163.0,6075.0,1685.0,2
767,2023-01-25,Facebook,image,1827.0,583.0,320.0,8949.0,2730.0,1
768,2022-12-21,Instagram,video,1289.0,783.0,152.0,8110.0,2224.0,4
769,2023-10-10,Twitter,text,1817.0,810.0,390.0,6255.0,3017.0,4
770,2023-10-12,Facebook,image,1015.0,258.0,277.0,7851.0,1550.0,4
771,2023-04-15,Facebook,image,2121.0,667.0,334.0,6273.0,3122.0,2
772,2023-06-20,Facebook,image,730.0,113.0,475.0,5232.0,1318.0,2
773,2022-12-01,Facebook,image,1568.0,311.0,467.0,7144.0,2346.0,4
774,2023-01-19,Twitter,image,497.0,602.0,408.0,6966.834673366834,1507.0,1
775,2023-07-20,Twitter,image,768.0,240.0,161.0,5096.0,1169.0,3
776,2023-09-14,Twitter,text,1579.0,478.0,301.0,7302.0,2358.0,3
777,2023-03-26,Facebook,text,2177.0,710.0,326.0,6714.0,3213.0,1
778,2023-07-11,Twitter,image,793.0,267.0,284.0,5072.0,1344.0,3
779,2023-07-17,Instagram,image,459.0,186.0,441.0,4893.0,1086.0,3
780,2023-08-15,Facebook,text,1252.0,565.0,493.0,5598.0,2310.0,3
781,2023-05-24,Twitter,video,1677.0,819.0,341.0,9722.0,2837.0,2
782,2023-02-13,Facebook,text,1007.0,568.0,104.0,9269.0,1679.0,1
783,2023-06-05,Facebook,text,493.0,512.0,330.0,6454.0,1335.0,2
784,2023-04-17,Facebook,image,1354.0,557.0,482.0,5697.0,2393.0,2
785,2023-01-19,Twitter,text,542.0,729.0,495.0,9723.0,1766.0,1
786,2023-03-20,Twitter,image,2138.0,313.0,404.0,7516.0,2855.0,1
787,2022-11-29,Instagram,text,1092.0,883.0,254.0,7294.0,2229.0,4
788,2023-07-17,Instagram,text,769.0,163.0,426.0,6579.0,1358.0,3
789,2023-02-15,Twitter,video,1401.0,466.0,355.0,7840.0,2222.0,1
790,2022-12-30,Facebook,video,600.0,532.0,375.0,7956.0,1507.0,4
791,2023-01-07,Facebook,video,884.0,373.0,466.0,5995.0,1723.0,1
792,2023-03-11,Twitter,image,405.0,207.0,161.0,5291.0,773.0,1
793,2023-05-01,Instagram,text,1053.0,758.0,192.0,8599.0,2003.0,2
794,2023-06-12,Twitter,text,1466.0,371.0,301.0,6011.0,2138.0,2
795,2023-05-10,Twitter,image,1782.0,639.0,219.0,6493.0,2640.0,2
796,2023-05-16,Twitter,text,1540.0,629.0,387.0,6710.0,2556.0,2
797,2023-09-28,Twitter,image,2182.0,696.0,267.0,6501.0,3145.0,3
798,2022-11-18,Instagram,text,1181.0,168.0,444.0,7530.0,1793.0,4
799,2023-01-29,Facebook,video,824.0,411.0,496.0,6576.0,1731.0,1
800,2023-10-10,Instagram,image,932.0,304.0,423.0,7300.0,1659.0,4
801,2022-12-02,Twitter,video,992.0,877.0,241.0,6375.0,2110.0,4
802,2023-09-04,Facebook,text,1064.0,456.0,113.0,5087.0,1633.0,3
803,2022-11-23,Instagram,image,1261.0,542.0,364.0,8537.0,2167.0,4
804,2023-06-25,Facebook,video,1837.0,515.0,139.0,7716.0,2491.0,2
805,2023-02-27,Twitter,image,619.0,143.0,180.0,7653.0,942.0,1
806,2023-05-19,Instagram,text,694.0,454.0,411.0,8761.0,1559.0,2
807,2023-06-14,Facebook,image,1115.0,790.0,193.0,7395.0,2098.0,2
808,2023-03-13,Twitter,image,1815.0,692.0,312.0,7188.0,2819.0,1
809,2023-05-07,Twitter,image,1300.0,350.0,245.0,8934.0,1895.0,2
810,2023-02-14,Instagram,image,1063.0,438.0,121.0,6348.0,1622.0,1
811,2023-09-04,Twitter,video,1532.0,869.0,303.0,6991.0,2704.0,3
812,2022-10-17,Twitter,video,1835.0,670.0,119.0,7783.0,2624.0,4
813,2023-05-24,Facebook,video,725.0,513.0,456.0,6416.0,1694.0,2
814,2022-11-27,Facebook,video,492.0,558.0,267.0,8274.0,1317.0,4
815,2022-11-24,Facebook,image,889.0,162.0,314.0,8331.0,1365.0,4
816,2023-09-20,Twitter,text,2129.0,748.0,126.0,7659.0,3003.0,3
817,2023-01-25,Twitter,image,1628.0,763.0,337.0,7413.0,2728.0,1
818,2023-09-25,Instagram,text,1114.0,344.0,448.0,4704.0,1906.0,3
819,2023-04-05,Instagram,image,598.0,421.0,123.0,6765.0,1142.0,2
820,2022-12-07,Instagram,text,1558.0,231.0,124.0,9426.0,1913.0,4
821,2022-10-26,Facebook,text,1140.0,680.0,439.0,7962.0,2259.0,4
822,2023-04-14,Instagram,video,435.0,468.0,358.0,7251.0,1261.0,2
823,2023-05-16,Twitter,video,1363.0,774.0,150.0,5864.0,2287.0,2
824,2022-12-25,Twitter,text,503.0,674.0,387.0,6841.0,1564.0,4
825,2023-10-01,Facebook,video,1130.0,670.0,225.0,6575.0,2025.0,4
826,2023-02-27,Instagram,image,1554.0,183.0,499.0,9728.0,2236.0,1
827,2023-06-10,Facebook,image,1655.0,428.0,342.0,7387.0,2425.0,2
828,2023-10-06,Instagram,image,1658.0,417.0,440.0,7661.0,2515.0,4
829,2023-06-10,Twitter,video,2027.0,559.0,373.0,9064.0,2959.0,2
830,2023-03-06,Facebook,image,825.0,229.0,379.0,6020.0,1433.0,1
831,2023-03-26,Facebook,video,2084.0,860.0,279.0,8851.0,3223.0,1
832,2023-05-06,Twitter,text,2023.0,792.0,390.0,4392.0,3205.0,2
833,2023-03-03,Instagram,video,743.0,344.0,192.0,7959.0,1279.0,1
834,2023-02-24,Twitter,video,906.0,138.0,424.0,7116.0,1468.0,1
835,2022-11-26,Facebook,video,1711.0,318.0,412.0,4018.0,2441.0,4
836,2023-08-27,Twitter,text,739.0,743.0,356.0,5833.0,1838.0,3
837,2023-02-08,Instagram,image,434.0,159.0,333.0,8231.0,926.0,1
838,2022-10-28,Facebook,image,1577.0,341.0,145.0,5547.0,2063.0,4
839,2023-04-01,Twitter,video,1841.0,453.0,480.0,7474.0,2774.0,2
840,2023-02-20,Twitter,video,1965.0,843.0,365.0,8952.0,3173.0,1
841,2023-07-19,Twitter,image,1903.0,597.0,266.0,8275.0,2766.0,3
842,2023-01-29,Twitter,video,1124.0,497.0,281.0,7689.0,1902.0,1
843,2022-11-14,Instagram,image,474.0,817.0,479.0,6768.0,1770.0,4
844,2023-09-29,Twitter,video,683.0,585.0,500.0,6946.0,1768.0,3
845,2023-08-15,Instagram,text,696.0,845.0,338.0,7853.0,1879.0,3
846,2022-12-01,Facebook,video,1446.0,811.0,402.0,7306.0,2659.0,4
847,2023-01-26,Twitter,video,573.0,147.0,114.0,4462.0,834.0,1
848,2023-08-14,Twitter,image,1327.0,768.0,430.0,4914.0,2525.0,3
849,2023-10-10,Instagram,image,2146.0,485.0,327.0,6075.0,2958.0,4
850,2023-04-25,Instagram,text,2016.0,425.0,140.0,8253.0,2581.0,2
851,2023-04-13,Facebook,video,1837.0,638.0,306.0,5854.0,2781.0,2
852,2023-05-21,Twitter,text,918.0,446.0,401.0,6084.0,1765.0,2
853,2023-08-02,Instagram,image,1885.0,656.0,172.0,8959.0,2713.0,3
854,2022-11-08,Instagram,text,452.0,877.0,335.0,7517.0,1664.0,4
855,2023-02-20,Twitter,video,687.0,442.0,177.0,9119.0,1306.0,1
856,2023-03-29,Twitter,image,1675.0,734.0,468.0,5908.0,2877.0,1
857,2023-07-01,Facebook,video,1195.0,486.0,150.0,4640.0,1831.0,3
858,2023-04-10,Instagram,image,1051.0,313.0,472.0,7149.0,1836.0,2
859,2023-09-10,Instagram,text,1949.0,101.0,156.0,8654.0,2206.0,3
860,2023-09-07,Facebook,image,1410.0,350.0,222.0,5665.0,1982.0,3
861,2022-12-11,Twitter,text,1032.0,139.0,305.0,6172.0,1476.0,4
862,2023-10-08,Instagram,text,472.0,126.0,260.0,7374.0,858.0,4
863,2022-12-01,Twitter,image,1913.0,391.0,112.0,6221.0,2416.0,4
864,2023-08-31,Twitter,image,845.0,578.0,153.0,8970.0,1576.0,3
865,2023-08-18,Facebook,text,587.0,292.0,353.0,4329.0,1232.0,3
866,2022-12-30,Twitter,text,1613.0,863.0,366.0,9897.0,2842.0,4
867,2023-10-06,Instagram,video,2074.0,449.0,246.0,7383.0,2769.0,4
868,2023-05-02,Instagram,video,1868.0,494.0,442.0,8856.0,2804.0,2
869,2023-05-07,Twitter,image,954.0,513.0,190.0,6530.0,1657.0,2
870,2023-05-31,Instagram,image,1919.0,889.0,323.0,9439.0,3131.0,2
871,2023-04-26,Facebook,text,1446.0,676.0,444.0,8666.0,2566.0,2
872,2023-09-16,Facebook,video,769.0,436.0,170.0,7547.0,1375.0,3
873,2023-08-12,Twitter,video,610.0,604.0,453.0,9754.0,1667.0,3
874,2023-02-11,Twitter,video,1479.0,206.0,239.0,6330.0,1924.0,1
875,2022-11-06,Facebook,image,508.0,591.0,272.0,4693.0,1371.0,4
876,2023-07-24,Instagram,video,769.0,879.0,480.0,6253.0,2128.0,3
877,2023-08-07,Instagram,image,1633.0,654.0,168.0,4506.0,2455.0,3
878,2023-09-08,Instagram,text,1680.0,194.0,408.0,4494.0,2282.0,3
879,2022-12-13,Facebook,video,1161.0,802.0,441.0,8556.0,2404.0,4
880,2023-09-07,Instagram,text,1185.0,336.0,310.0,5271.0,1831.0,3
881,2023-07-08,Twitter,video,1482.0,640.0,345.0,5816.0,2467.0,3
882,2023-09-16,Facebook,text,2083.0,278.0,464.0,8197.0,2825.0,3
883,2023-07-22,Facebook,image,2107.0,899.0,443.0,9476.0,3449.0,3
884,2022-10-21,Twitter,image,576.0,447.0,419.0,6777.0,1442.0,4
885,2023-09-29,Facebook,video,2046.0,497.2866465863454,459.0,9565.0,3002.2866465863453,3
886,2023-09-25,Facebook,video,786.0,398.0,338.0,4619.0,1522.0,3
887,2023-07-03,Instagram,image,1497.0,279.0,156.0,4504.0,1932.0,3
888,2023-07-25,Twitter,image,632.0,562.0,227.0,6259.0,1421.0,3
889,2023-07-30,Instagram,video,1756.0,755.0,316.0,8890.0,2827.0,3
890,2022-11-24,Facebook,video,767.0,259.0,289.0,8990.0,1315.0,4
891,2023-07-28,Twitter,text,999.0,285.0,170.0,7490.0,1454.0,3
892,2023-06-01,Twitter,image,1737.0,446.0,120.0,9330.0,2303.0,2
893,2023-09-30,Instagram,image,2070.0,296.0,174.0,5901.0,2540.0,3
894,2023-05-08,Instagram,image,484.0,874.0,271.0,6019.0,1629.0,2
895,2022-10-26,Twitter,text,657.0,450.0,335.0,8418.0,1442.0,4
896,2022-10-27,Facebook,image,1072.0,348.0,284.0,5746.0,1704.0,4
897,2023-10-11,Facebook,video,1800.0,608.0,270.0,7741.0,2678.0,4
898,2022-10-24,Instagram,video,911.0,209.0,401.0,8290.0,1521.0,4
899,2023-09-22,Twitter,video,419.0,481.0,342.0,7399.0,1242.0,3
900,2023-05-08,Facebook,text,1364.0,642.0,278.0,7021.0,2284.0,2
901,2023-02-12,Twitter,video,542.0,479.0,356.0,6633.0,1377.0,1
902,2023-08-19,Instagram,text,811.0,832.0,382.0,6762.0,2025.0,3
903,2023-10-06,Facebook,text,463.0,308.0,157.0,6093.0,928.0,4
904,2022-12-10,Twitter,video,474.0,349.0,341.0,5496.0,1164.0,4
905,2023-05-09,Facebook,image,1535.0,589.0,207.0,6007.0,2331.0,2
906,2023-08-17,Twitter,video,1260.0,272.0,254.0,9964.0,1786.0,3
907,2023-10-08,Instagram,image,686.0,202.0,444.0,8060.0,1332.0,4
908,2023-03-28,Facebook,image,1194.0,465.0,114.0,4767.0,1773.0,1
909,2023-05-05,Instagram,text,2100.0,752.0,496.0,8727.0,3348.0,2
910,2023-01-23,Facebook,text,672.0,705.0,301.0,4911.0,1678.0,1
911,2023-09-04,Facebook,text,544.0,869.0,415.0,9429.0,1828.0,3
912,2023-09-07,Instagram,text,1765.0,477.0,242.0,6615.0,2484.0,3
913,2023-07-09,Twitter,text,2169.0,571.0,446.0,4007.0,3186.0,3
914,2023-03-13,Facebook,text,671.0,138.0,285.0,8016.0,1094.0,1
915,2023-07-12,Instagram,text,991.0,234.0,291.0,5969.0,1516.0,3
916,2023-01-19,Facebook,video,1179.0,784.0,298.0,5535.0,2261.0,1
917,2022-12-08,Twitter,text,2039.0,524.0,186.0,8285.0,2749.0,4
918,2023-08-04,Instagram,text,1386.0,108.0,405.0,7837.0,1899.0,3
919,2023-04-08,Twitter,video,1720.0,866.0,445.0,7304.0,3031.0,2
920,2023-03-30,Instagram,image,418.0,786.0,302.0,9934.0,1506.0,1
921,2023-08-17,Instagram,video,2098.0,322.0,315.0,4690.0,2735.0,3
922,2023-08-02,Instagram,video,1975.0,447.0,284.0,5956.0,2706.0,3
923,2023-07-02,Facebook,text,2079.0,659.0,427.0,5490.0,3165.0,3
924,2022-12-09,Facebook,text,1462.0,668.0,195.0,4786.0,2325.0,4
925,2023-07-17,Instagram,image,546.0,210.0,330.0,5214.0,1086.0,3
926,2022-12-03,Instagram,text,406.0,521.0,415.0,8467.0,1342.0,4
927,2023-01-27,Instagram,text,2091.0,783.0,175.0,6845.0,3049.0,1
928,2023-01-14,Twitter,video,548.0,601.0,425.0,8632.0,1574.0,1
929,2023-02-23,Facebook,text,2178.0,286.0,264.0,5746.0,2728.0,1
930,2023-09-03,Facebook,image,520.0,571.0,294.0,9911.0,1385.0,3
931,2023-06-03,Instagram,video,983.0,228.0,389.0,7261.0,1600.0,2
932,2022-12-03,Twitter,image,1812.0,270.0,489.0,4038.0,2571.0,4
933,2022-11-20,Instagram,video,1929.0,136.0,245.0,8730.0,2310.0,4
934,2023-04-04,Instagram,image,1292.0,495.0,311.0,8355.0,2098.0,2
935,2023-02-01,Instagram,video,713.0,444.0,469.0,8322.0,1626.0,1
936,2023-02-23,Facebook,video,1364.0,502.0,178.0,6134.0,2044.0,1
937,2022-11-29,Twitter,image,1915.0,153.0,110.0,5117.0,2178.0,4
938,2023-10-04,Facebook,video,1873.0,733.0,320.0,4882.0,2926.0,4
939,2023-04-23,Facebook,text,2150.0,597.0,162.0,4004.0,2909.0,2
940,2022-10-23,Instagram,image,1948.0,801.0,416.0,6023.0,3165.0,4
941,2023-07-23,Facebook,video,1439.0,568.0,390.0,9115.0,2397.0,3
942,2023-03-28,Instagram,image,472.0,128.0,433.0,8361.0,1033.0,1
943,2022-11-13,Instagram,video,2006.0,193.0,335.0,7099.0,2534.0,4
944,2023-05-01,Instagram,video,725.0,385.0,333.0,7898.0,1443.0,2
945,2023-09-29,Facebook,image,796.0,682.0,168.0,4519.0,1646.0,3
946,2023-04-10,Facebook,video,2065.0,453.0,425.0,8316.0,2943.0,2
947,2023-09-25,Facebook,video,774.0,720.0,162.0,9305.0,1656.0,3
948,2023-07-05,Facebook,text,2048.0,242.0,295.0,9701.0,2585.0,3
949,2023-02-18,Facebook,image,1631.0,679.0,235.0,8222.0,2545.0,1
950,2023-03-29,Facebook,text,1000.0,677.0,264.0,8864.0,1941.0,1
951,2023-06-08,Facebook,video,605.0,216.0,425.0,9440.0,1246.0,2
952,2022-12-20,Facebook,video,1190.0,320.0,319.0,5108.0,1829.0,4
953,2023-04-08,Twitter,video,1039.0,770.0,386.0,7336.0,2195.0,2
954,2023-04-07,Facebook,video,1571.0,505.0,103.0,9151.0,2179.0,2
955,2023-01-05,Instagram,video,1159.0,865.0,113.0,9730.0,2137.0,1
956,2022-12-09,Facebook,text,683.0,870.0,395.0,7303.0,1948.0,4
957,2022-11-18,Facebook,image,900.0,476.0,264.0,8481.0,1640.0,4
958,2022-12-18,Instagram,video,1210.0,325.0,140.0,5150.0,1675.0,4
959,2023-03-22,Twitter,text,463.0,772.0,157.0,7606.0,1392.0,1
960,2023-01-05,Twitter,image,1379.0,217.0,132.0,8472.0,1728.0,1
961,2023-08-17,Twitter,image,1791.0,632.0,198.0,4595.0,2621.0,3
962,2023-05-25,Instagram,image,982.0,889.0,318.0,4092.0,2189.0,2
963,2023-03-23,Facebook,text,564.0,326.0,471.0,5555.0,1361.0,1
964,2023-03-24,Twitter,text,1379.0,682.0,225.0,5561.0,2286.0,1
965,2023-05-31,Facebook,text,956.0,749.0,252.0,5333.0,1957.0,2
966,2023-02-09,Facebook,image,488.0,685.0,393.0,4058.0,1566.0,1
967,2022-12-19,Facebook,text,1899.0,436.0,226.0,5539.0,2561.0,4
968,2023-06-08,Twitter,video,2167.0,194.0,481.0,9305.0,2842.0,2
969,2023-03-06,Instagram,image,954.0,448.0,219.0,8742.0,1621.0,1
970,2023-03-20,Instagram,image,515.0,653.0,407.0,8650.0,1575.0,1
971,2023-02-01,Instagram,text,1128.0,737.0,104.0,6014.0,1969.0,1
972,2023-03-17,Twitter,video,848.0,168.0,282.0,6144.0,1298.0,1
973,2023-07-17,Facebook,text,1691.0,224.0,108.0,4027.0,2023.0,3
974,2022-11-04,Twitter,image,792.0,214.0,254.0,6429.0,1260.0,4
975,2023-07-22,Facebook,image,1662.0,491.0,257.0,8069.0,2410.0,3
976,2023-06-19,Facebook,image,516.0,421.0,426.0,5786.0,1363.0,2
977,2023-06-10,Twitter,video,1642.0,811.0,183.0,6502.0,2636.0,2
978,2023-05-30,Twitter,video,1673.0,179.0,204.0,6433.0,2056.0,2
979,2023-02-07,Twitter,image,1591.0,111.0,188.0,5101.0,1890.0,1
980,2023-05-01,Instagram,image,1404.0,394.0,487.0,8539.0,2285.0,2
981,2023-07-17,Instagram,image,881.0,419.0,476.0,8762.0,1776.0,3
982,2023-03-06,Facebook,video,2009.0,602.0,487.0,7325.0,3098.0,1
983,2022-12-16,Facebook,image,1108.0,522.0,450.0,9689.0,2080.0,4
984,2022-12-24,Instagram,image,834.0,177.0,361.0,6923.0,1372.0,4
985,2022-11-13,Instagram,image,2064.0,885.0,106.0,4295.0,3055.0,4
986,2023-02-12,Twitter,video,845.0,589.0,397.0,6324.0,1831.0,1
987,2023-05-12,Instagram,video,2145.0,614.0,155.0,7002.0,2914.0,2
988,2023-03-30,Instagram,video,1405.0,300.0,108.0,5906.0,1813.0,1
989,2023-02-27,Facebook,image,1399.0,246.0,383.0,8040.0,2028.0,1
990,2023-09-23,Twitter,video,1588.0,447.0,184.0,5792.0,2219.0,3
991,2023-09-14,Facebook,video,1222.0,347.0,310.0,8320.0,1879.0,3
992,2023-05-29,Facebook,text,674.0,164.0,267.0,7797.0,1105.0,2
993,2023-07-19,Instagram,image,654.0,725.0,305.84789156626505,7782.0,1684.847891566265,3
994,2023-06-26,Instagram,text,576.0,436.0,137.0,7069.0,1149.0,2
995,2023-03-20,Twitter,image,1215.0,597.0,228.0,7371.0,2040.0,1
996,2023-03-30,Twitter,text,709.0,782.0,444.0,4809.0,1935.0,1
997,2022-12-07,Twitter,text,1578.0,731.0,491.0,7528.0,2800.0,4
998,2022-12-28,Twitter,text,507.0,568.0,338.0,9859.0,1413.0,4
999,2022-11-09,Twitter,image,2156.0,421.0,476.0,4279.0,3053.0,4
1000,2023-02-22,Facebook,image,1207.0,305.0,113.0,4592.0,1625.0,1
1001,2023-05-28,Instagram,text,1366.0,164.0,219.0,7123.0,1749.0,2
1002,2022-10-19,Instagram,video,1629.0,794.0,481.0,4784.0,2904.0,4
1003,2023-03-13,Twitter,video,1249.0,440.0,473.0,9766.0,2162.0,1
1004,2022-10-14,Twitter,image,1419.0,131.0,414.0,8810.0,1964.0,4
1005,2023-04-26,Facebook,image,835.0,392.0,187.0,8819.0,1414.0,2
1006,2023-08-03,Twitter,image,609.0,144.0,484.0,7232.0,1237.0,3
1007,2023-03-20,Twitter,text,649.0,520.0,379.0,5356.0,1548.0,1
1008,2022-12-07,Facebook,text,1609.0,804.0,267.0,6409.0,2680.0,4
1009,2022-11-19,Facebook,video,1389.0,712.0,192.0,6896.0,2293.0,4
1010,2023-03-19,Twitter,video,1520.0,695.0,208.0,5308.0,2423.0,1
1011,2022-11-07,Facebook,image,1010.0,853.0,442.0,6879.0,2305.0,4
1012,2023-05-27,Instagram,image,2077.0,156.0,363.0,9452.0,2596.0,2
1013,2023-05-05,Twitter,text,1984.0,407.0,365.0,7150.0,2756.0,2
1014,2023-09-21,Twitter,image,635.0,729.0,167.0,5137.0,1531.0,3
1015,2022-11-13,Facebook,video,2030.0,539.0,206.0,4209.0,2775.0,4
1016,2023-03-18,Instagram,image,1945.0,206.0,330.0,7207.0,2481.0,1
1017,2023-03-28,Facebook,image,1318.0,561.0,405.0,9041.0,2284.0,1
1018,2023-05-02,Twitter,image,1192.0,338.0,304.0,8845.0,1834.0,2
1019,2023-02-12,Facebook,image,1152.0,491.0,446.0,4300.0,2089.0,1
1020,2023-10-10,Instagram,video,1797.0,514.0,177.0,7758.0,2488.0,4
1021,2023-08-03,Facebook,image,2021.0,733.0,307.0,5090.0,3061.0,3
1022,2023-02-06,Facebook,text,2053.0,629.0,415.0,6741.0,3097.0,1
1023,2023-01-23,Facebook,text,1751.0,473.0,181.0,4398.0,2405.0,1
1024,2023-10-11,Facebook,text,1082.0,579.0,168.0,7554.0,1829.0,4
1025,2023-07-26,Facebook,text,1338.0,556.0,153.0,5421.0,2047.0,3
